"converted_date","first_name","last_name","hire_date"
"1986-03-20","Takahito","Honiden","3/20/1986"
"1986-04-16","Constantino","Cannard","4/16/1986"
"1986-07-20","Siamak","Michaeli","7/20/1986"
"1986-04-26","Shay","Seuren","4/26/1986"
"1986-09-30","Kristinn","Kavanagh","9/30/1986"
"1986-08-26","Tommaso","Nishimukai","8/26/1986"
"1986-05-12","Otmar","Benner","5/12/1986"
"1986-05-30","Shir","Garnier","5/30/1986"
"1986-01-22","Roded","Constantine","1/22/1986"
"1986-02-21","Rosella","Hasham","2/21/1986"
"1986-08-24","Sverrir","Fabrizio","8/24/1986"
"1986-05-07","Torsten","Waleschkowski","5/7/1986"
"1986-04-15","Sumali","Rodham","4/15/1986"
"1986-07-18","Mingdong","Gustavson","7/18/1986"
"1986-12-26","Tsz","Broomell","12/26/1986"
"1986-05-08","Kensyu","Unno","5/8/1986"
"1986-03-28","Tadahiro","Siegrist","3/28/1986"
"1986-09-21","Masadi","Loncour","9/21/1986"
"1986-10-11","Bojan","Kermarrec","10/11/1986"
"1986-05-02","Danae","Farrel","5/2/1986"
"1986-05-29","Magdalena","Chleq","5/29/1986"
"1986-12-04","Herbert","Ginneken","12/4/1986"
"1986-12-15","Harjit","Gerteisen","12/15/1986"
"1986-01-12","Angel","Takanami","1/12/1986"
"1986-06-04","Kristian","Ulupinar","6/4/1986"
"1986-03-02","Nimmagadda","Fujisawa","3/2/1986"
"1986-08-20","Oscal","Hettesheimer","8/20/1986"
"1986-11-04","Giao","Adachi","11/4/1986"
"1986-03-03","Xumin","Miara","3/3/1986"
"1986-09-02","Jessie","Erva","9/2/1986"
"1986-02-26","Tokuyasu","Feldhoffer","2/26/1986"
"1986-01-12","Alejandro","Luon","1/12/1986"
"1986-06-08","Bokyung","Sabnani","6/8/1986"
"1986-06-25","Yagil","Peternell","6/25/1986"
"1986-09-29","Khalil","Cooke","9/29/1986"
"1986-02-12","Monique","Leppanen","2/12/1986"
"1986-02-18","Candida","Isard","2/18/1986"
"1986-02-22","Shen","Beetstra","2/22/1986"
"1986-12-06","Gila","Dalton","12/6/1986"
"1986-11-29","Lucien","Anguita","11/29/1986"
"1986-11-27","Olivera","Limongiello","11/27/1986"
"1986-10-09","Danny","Emmerich","10/9/1986"
"1986-10-27","Boriana","Denny","10/27/1986"
"1986-09-30","Laurentiu","Yamaashi","9/30/1986"
"1986-07-19","Valdiodio","Warwick","7/19/1986"
"1986-04-28","Nikolaos","Rodiger","4/28/1986"
"1986-12-06","Ipke","Birta","12/6/1986"
"1986-06-13","Lakshmi","Auyong","6/13/1986"
"1986-07-09","Akeel","Cheshire","7/9/1986"
"1986-06-29","Siamak","Luga","6/29/1986"
"1986-04-13","Atilio","Schaaf","4/13/1986"
"1986-05-17","Susanta","Hanabata","5/17/1986"
"1986-07-25","Emdad","Peral","7/25/1986"
"1986-05-14","Aiman","Welham","5/14/1986"
"1986-03-31","Salvador","Limongiello","3/31/1986"
"1986-04-02","Bernice","Ranon","4/2/1986"
"1986-12-04","Dipayan","Herbst","12/4/1986"
"1986-04-17","Aloke","Oaver","4/17/1986"
"1986-01-13","Piyawadee","Acton","1/13/1986"
"1986-10-17","Christ","Khalil","10/17/1986"
"1986-09-20","Arie","Axelband","9/20/1986"
"1986-05-05","Tsutomu","Marquardt","5/5/1986"
"1986-12-16","Kenton","Wallrath","12/16/1986"
"1986-02-28","Jingling","Docker","2/28/1986"
"1986-08-03","Nikolaos","Gladwell","8/3/1986"
"1986-12-09","Shim","Kornatzky","12/9/1986"
"1986-05-02","Carrsten","Schueller","5/2/1986"
"1986-10-26","Danel","Krybus","10/26/1986"
"1986-06-25","Leah","Hedayat","6/25/1986"
"1986-02-05","Brendon","Parascandalo","2/5/1986"
"1986-05-11","Bartek","Duclos","5/11/1986"
"1986-09-10","Conal","Motley","9/10/1986"
"1986-07-07","Nidapan","Godskesen","7/7/1986"
"1986-01-16","Tommaso","Adachi","1/16/1986"
"1986-09-02","Thodoros","Luks","9/2/1986"
"1986-02-07","Mingdong","Byoun","2/7/1986"
"1986-08-24","Sorina","Dichev","8/24/1986"
"1986-02-23","Sushant","Whitcomb","2/23/1986"
"1986-06-30","Atreyi","Asser","6/30/1986"
"1986-08-20","Nikolaos","Hofmeyr","8/20/1986"
"1986-07-29","Tesuya","Savasere","7/29/1986"
"1986-10-01","Divier","Ossenbruggen","10/1/1986"
"1986-08-16","Vasilis","Jansen","8/16/1986"
"1986-06-30","Along","Bahr","6/30/1986"
"1986-10-09","Domenico","Frolund","10/9/1986"
"1986-10-26","Rafols","Kamble","10/26/1986"
"1986-02-13","Hironobu","Stavenow","2/13/1986"
"1986-02-02","Kazunori","Azadmanesh","2/2/1986"
"1986-02-12","Horward","Boudaillier","2/12/1986"
"1986-08-24","Kwangho","Ratzlaff","8/24/1986"
"1986-03-23","Satosi","Azulay","3/23/1986"
"1986-09-01","Mahendra","Brookman","9/1/1986"
"1986-08-23","Younwoo","Munke","8/23/1986"
"1986-09-04","Chenye","Tzvieli","9/4/1986"
"1986-05-10","Ramalingam","Birke","5/10/1986"
"1986-08-18","JoAnne","Pearson","8/18/1986"
"1986-09-25","Alejandro","Worfolk","9/25/1986"
"1986-08-09","Seongbin","Stenning","8/9/1986"
"1986-11-01","Hairong","Angelopoulos","11/1/1986"
"1986-08-14","Along","Nanard","8/14/1986"
"1986-05-31","Otilia","Rissanen","5/31/1986"
"1986-06-20","Shalesh","Sommer","6/20/1986"
"1986-11-04","Kasturi","Kusalik","11/4/1986"
"1986-03-21","Tran","Nannarelli","3/21/1986"
"1986-06-20","Emdad","Lyonns","6/20/1986"
"1986-05-05","Neven","Zhang","5/5/1986"
"1986-07-01","Tonny","Nooteboom","7/1/1986"
"1986-12-06","Persi","Radivojevic","12/6/1986"
"1986-03-07","Sachar","Merey","3/7/1986"
"1986-10-03","Achilleas","Goldhammer","10/3/1986"
"1986-03-14","Idoia","Cannane","3/14/1986"
"1986-11-07","Arne","Basawa","11/7/1986"
"1986-05-31","Niranjan","Braunschweig","5/31/1986"
"1986-03-21","Arto","Spelt","3/21/1986"
"1986-03-20","Mayuko","Parascandalo","3/20/1986"
"1986-02-23","Pranjal","Rossi","2/23/1986"
"1986-02-01","Akeel","Plump","2/1/1986"
"1986-04-18","Visit","Dengi","4/18/1986"
"1986-11-24","Dzung","Marletta","11/24/1986"
"1986-01-24","Xinyu","Yamaashi","1/24/1986"
"1986-02-16","Josyula","Rosca","2/16/1986"
"1986-02-06","Remko","Cronan","2/6/1986"
"1986-01-17","Radhakrishnan","Akazan","1/17/1986"
"1986-01-12","Prodip","Improta","1/12/1986"
"1986-11-28","Eben","Khasidashvili","11/28/1986"
"1986-05-30","Gonzalo","Baumann","5/30/1986"
"1986-12-09","Sadegh","Masamoto","12/9/1986"
"1986-02-09","Lansing","Schreiter","2/9/1986"
"1986-10-21","Berna","Rohrbach","10/21/1986"
"1986-09-19","Shuzo","Kolvik","9/19/1986"
"1986-03-05","Trygve","Oppitz","3/5/1986"
"1986-03-12","Chuanyi","Janocha","3/12/1986"
"1986-04-13","Jaroslava","Andreotta","4/13/1986"
"1986-01-14","Kyoichi","Etalle","1/14/1986"
"1986-04-16","Shuho","Zeleznik","4/16/1986"
"1986-09-12","Katsuyuki","Baezner","9/12/1986"
"1986-07-17","Xudong","Shackell","7/17/1986"
"1986-11-04","Hinrich","Junet","11/4/1986"
"1986-02-01","Halsur","Kalloufi","2/1/1986"
"1986-05-02","Takahito","Llado","5/2/1986"
"1986-07-13","Claudi","Mamelak","7/13/1986"
"1986-07-22","Siddarth","Clouatre","7/22/1986"
"1986-03-13","Reinhold","Dalton","3/13/1986"
"1986-05-05","Matt","Norsworthy","5/5/1986"
"1986-03-12","Sailaja","Chinin","3/12/1986"
"1986-11-13","Seongbae","Siepmann","11/13/1986"
"1986-05-21","Mani","Beznosov","5/21/1986"
"1986-04-03","Chanjung","Baer","4/3/1986"
"1986-10-01","Moto","Sinitsyn","10/1/1986"
"1986-05-02","Luise","Pardalos","5/2/1986"
"1986-10-11","Jianhua","Vrecion","10/11/1986"
"1986-07-31","Valeska","Dredge","7/31/1986"
"1986-04-19","Rayond","Veevers","4/19/1986"
"1986-05-04","Shai","Huxford","5/4/1986"
"1986-05-11","Mara","Leijenhorst","5/11/1986"
"1986-09-15","Kiyokazu","Thambidurai","9/15/1986"
"1986-07-18","Roddy","Pollock","7/18/1986"
"1986-04-24","Hsiangchu","Lammel","4/24/1986"
"1986-01-06","Ramachenga","Armand","1/6/1986"
"1986-11-21","Hugh","Waeselynck","11/21/1986"
"1986-07-14","Baruch","Khamsi","7/14/1986"
"1986-10-22","Shichao","Tokunaga","10/22/1986"
"1986-07-03","Arie","Khasidashvili","7/3/1986"
"1986-11-25","Goa","Crooks","11/25/1986"
"1986-11-24","Kiyotoshi","Ramsak","11/24/1986"
"1986-12-30","Zhilian","Rosenbaum","12/30/1986"
"1986-08-05","Susanna","Rosti","8/5/1986"
"1986-11-03","Shuky","Polajnar","11/3/1986"
"1986-11-11","Giap","Penn","11/11/1986"
"1986-08-17","Vidar","Mullainathan","8/17/1986"
"1986-12-16","Arumugam","Rosay","12/16/1986"
"1986-07-19","Juichirou","Dehkordi","7/19/1986"
"1986-09-27","Ravishankar","Baek","9/27/1986"
"1986-04-26","Susumu","Valtorta","4/26/1986"
"1986-01-21","Sanjai","Olano","1/21/1986"
"1986-11-15","Hauke","Larfeldt","11/15/1986"
"1986-04-16","Shem","Serra","4/16/1986"
"1986-09-17","Kyoichi","Peha","9/17/1986"
"1986-07-14","Huiqun","Anily","7/14/1986"
"1986-05-31","Steve","Capobianchi","5/31/1986"
"1986-10-25","Isamu","Felcyn","10/25/1986"
"1986-04-05","Seshu","Zeleznik","4/5/1986"
"1986-08-06","Abdelkader","Hiyoshi","8/6/1986"
"1986-04-17","Parke","Zucker","4/17/1986"
"1986-09-29","Martine","Vesel","9/29/1986"
"1986-08-21","Tokuyasu","Hutton","8/21/1986"
"1986-10-18","Sadok","Bellmore","10/18/1986"
"1986-02-15","Candido","VanScheik","2/15/1986"
"1986-09-17","Domenick","Ritcey","9/17/1986"
"1986-01-31","Anyuan","Pokrovskii","1/31/1986"
"1986-12-08","Gila","Erde","12/8/1986"
"1986-12-16","Bedrich","Khalid","12/16/1986"
"1986-06-26","Gunilla","Boreale","6/26/1986"
"1986-10-29","Juyoung","Lamba","10/29/1986"
"1986-04-22","Rosine","Detkin","4/22/1986"
"1986-11-08","Premsyl","Kusalik","11/8/1986"
"1986-05-01","Reinhard","Binding","5/1/1986"
"1986-11-08","Behnaam","Strehl","11/8/1986"
"1986-11-23","Lijie","Prenel","11/23/1986"
"1986-12-30","Vitali","Fujisawa","12/30/1986"
"1986-01-06","Jaber","Roison","1/6/1986"
"1986-03-26","Horward","Staylopatis","3/26/1986"
"1986-08-30","Zeljko","Stiles","8/30/1986"
"1986-04-29","Abdelwaheb","Cappelletti","4/29/1986"
"1986-05-11","Sanjay","Keirsey","5/11/1986"
"1986-01-30","Lalit","Francisci","1/30/1986"
"1986-12-24","Aleksandar","Cairo","12/24/1986"
"1986-08-23","Halsur","Redmiles","8/23/1986"
"1986-02-01","Lokesh","Stanfel","2/1/1986"
"1986-03-31","Zita","Gomatam","3/31/1986"
"1986-06-28","Marsal","Lichtner","6/28/1986"
"1986-05-17","Aleksander","Barreiro","5/17/1986"
"1986-10-15","Masasuke","Onuegbe","10/15/1986"
"1986-09-12","Rafail","Stentiford","9/12/1986"
"1986-07-16","Pranay","Ebeling","7/16/1986"
"1986-04-30","Waiman","Morrey","4/30/1986"
"1986-10-25","JoAnna","Siksek","10/25/1986"
"1986-08-27","Emran","Schwartzburd","8/27/1986"
"1986-07-20","Dzung","Syrotiuk","7/20/1986"
"1986-07-18","Lucian","Dichev","7/18/1986"
"1986-05-10","Dannz","Suermann","5/10/1986"
"1986-09-13","Martijn","Hagimont","9/13/1986"
"1986-12-03","Richard","Huttel","12/3/1986"
"1986-10-28","Maria","Talmon","10/28/1986"
"1986-01-06","Kenroku","Preusig","1/6/1986"
"1986-12-26","Jaewon","Manders","12/26/1986"
"1986-02-17","Utpal","Kruskal","2/17/1986"
"1986-04-20","Chenyi","Hooghiemstra","4/20/1986"
"1986-03-19","Xiaobin","Pocchiola","3/19/1986"
"1986-04-21","Kazuhito","Beetstra","4/21/1986"
"1986-02-27","Hyuckchul","Kroft","2/27/1986"
"1986-07-17","Tamiya","Broder","7/17/1986"
"1986-03-13","Gaetan","Iisaka","3/13/1986"
"1986-12-30","Barton","Hasham","12/30/1986"
"1986-08-11","Bedir","Beetstra","8/11/1986"
"1986-08-26","Sachar","Brender","8/26/1986"
"1986-02-26","Tetsushi","McConalogue","2/26/1986"
"1986-01-03","Gad","Pesch","1/3/1986"
"1986-05-24","Hatsukazu","Yetto","5/24/1986"
"1986-01-14","Sadok","Besselaar","1/14/1986"
"1986-08-18","Berna","Hertweck","8/18/1986"
"1986-06-17","Juichirou","Cannard","6/17/1986"
"1986-06-19","Debaprosad","Erdmenger","6/19/1986"
"1986-11-13","Jouni","Dahlbom","11/13/1986"
"1986-03-20","Shaz","Selvestrel","3/20/1986"
"1986-10-19","Trygve","Sewelson","10/19/1986"
"1986-11-29","Erzsebet","Mansanne","11/29/1986"
"1986-01-26","Rayond","Meriste","1/26/1986"
"1986-05-20","Branimir","Ferriere","5/20/1986"
"1986-12-26","Tokuyasu","Waschkowski","12/26/1986"
"1986-12-23","Utz","Radivojevic","12/23/1986"
"1986-11-22","Rildo","DeMori","11/22/1986"
"1986-05-07","Yinlin","Schwartzbauer","5/7/1986"
"1986-06-17","Jasminko","Chimia","6/17/1986"
"1986-04-19","Tzvetan","Marzano","4/19/1986"
"1986-05-27","Bodo","Paciorek","5/27/1986"
"1986-06-06","Claude","Baja","6/6/1986"
"1986-09-07","Bowen","Morrey","9/7/1986"
"1986-05-27","Shem","Heystek","5/27/1986"
"1986-03-30","Maris","Whitcomb","3/30/1986"
"1986-10-19","Richard","Foong","10/19/1986"
"1986-11-09","Moti","Hartvigsen","11/9/1986"
"1986-08-12","Ottavia","Doering","8/12/1986"
"1986-12-13","Chiranjit","Cappello","12/13/1986"
"1986-09-17","Dung","Pardalos","9/17/1986"
"1986-12-25","Danco","Marshall","12/25/1986"
"1986-06-30","Marin","Perry","6/30/1986"
"1986-09-16","Giao","Angiulli","9/16/1986"
"1986-09-09","Thodoros","Cannard","9/9/1986"
"1986-05-01","Snehasis","Byoun","5/1/1986"
"1986-07-28","LiMin","Kalefeld","7/28/1986"
"1986-05-29","Subir","Serre","5/29/1986"
"1986-09-25","Ekawit","Rosca","9/25/1986"
"1986-12-06","Venkatesan","Seuren","12/6/1986"
"1986-06-24","Remko","Callaway","6/24/1986"
"1986-08-28","Tokuyasu","Flexer","8/28/1986"
"1986-09-25","Janche","Krychniak","9/25/1986"
"1986-06-25","TRUE","Taubman","6/25/1986"
"1986-05-24","Boalin","Fujisaki","5/24/1986"
"1986-03-05","Arnd","Isaac","3/5/1986"
"1986-06-26","Yannik","Minakawa","6/26/1986"
"1986-06-16","Janalee","Baek","6/16/1986"
"1986-10-16","Pranas","Yavatkar","10/16/1986"
"1986-09-25","Flemming","Petersohn","9/25/1986"
"1986-10-04","Tadanori","Naumovich","10/4/1986"
"1986-08-02","Ashish","Lowrie","8/2/1986"
"1986-08-13","Ranan","Danecki","8/13/1986"
"1986-08-30","Sudharsan","Marshall","8/30/1986"
"1986-08-04","Ulises","Smeets","8/4/1986"
"1986-06-26","Leszek","Cunliffe","6/26/1986"
"1986-02-11","Xinyu","Jahnichen","2/11/1986"
"1986-09-27","Adib","Tsukune","9/27/1986"
"1986-01-10","Chikara","Denti","1/10/1986"
"1986-03-28","Xuejun","Skafidas","3/28/1986"
"1986-08-20","Constantijn","Vendrig","8/20/1986"
"1986-09-21","Halsur","Nooteboom","9/21/1986"
"1986-02-03","Rutger","Gire","2/3/1986"
"1986-08-16","Khalil","Ertl","8/16/1986"
"1986-04-13","Jungsoon","Bahi","4/13/1986"
"1986-01-06","Adamantios","Etalle","1/6/1986"
"1986-05-13","Berni","Chaudhuri","5/13/1986"
"1986-11-12","Yahiko","Hinsberger","11/12/1986"
"1986-12-12","Weiyi","Ranft","12/12/1986"
"1986-11-26","Otmar","Dayang","11/26/1986"
"1986-10-10","Lorien","Lorcy","10/10/1986"
"1986-10-22","Gila","Jahnichen","10/22/1986"
"1986-03-22","Goetz","Isaak","3/22/1986"
"1986-01-18","Przemyslawa","Bugrara","1/18/1986"
"1986-12-26","Stein","Markovitch","12/26/1986"
"1986-07-25","Valeri","Hiraishi","7/25/1986"
"1986-12-18","Pantung","Verhoeff","12/18/1986"
"1986-09-24","Jaber","Puppo","9/24/1986"
"1986-07-03","Adin","Crelier","7/3/1986"
"1986-08-08","Toong","Jiang","8/8/1986"
"1986-09-25","Eran","Dengi","9/25/1986"
"1986-06-16","Byong","Coors","6/16/1986"
"1986-11-13","Felicidad","Nishimukai","11/13/1986"
"1986-01-13","Vitaly","Negoita","1/13/1986"
"1986-04-28","Dinkar","Puoti","4/28/1986"
"1986-08-24","Sangeeta","Peck","8/24/1986"
"1986-04-07","Jagoda","Viele","4/7/1986"
"1986-10-29","Masasuke","Heering","10/29/1986"
"1986-04-09","Oldrich","Kolinko","4/9/1986"
"1986-11-20","Werner","Matzke","11/20/1986"
"1986-04-01","Shrikanth","Boguraev","4/1/1986"
"1986-02-04","Yechezkel","Birrer","2/4/1986"
"1986-11-20","Jiafu","Birdsall","11/20/1986"
"1986-12-10","Mingsen","Standera","12/10/1986"
"1986-08-07","Zhilian","Lanphier","8/7/1986"
"1986-01-18","Zsolt","Lores","1/18/1986"
"1986-11-06","Masali","Chachaty","11/6/1986"
"1986-07-31","Hugh","Luca","7/31/1986"
"1986-10-11","Steen","Bahr","10/11/1986"
"1986-02-02","Gudjon","Straney","2/2/1986"
"1986-11-04","Doohun","Prenel","11/4/1986"
"1986-09-14","Janalee","Atchley","9/14/1986"
"1986-01-01","Jianhao","Serot","1/1/1986"
"1986-04-30","Lidong","Servieres","4/30/1986"
"1986-08-03","Moriyoshi","Piancastelli","8/3/1986"
"1986-04-30","Vishu","Munke","4/30/1986"
"1986-09-20","Sanjai","Kruskal","9/20/1986"
"1986-05-30","Mototsugu","Cronau","5/30/1986"
"1986-12-31","Moti","Perez","12/31/1986"
"1986-06-13","Kazuhiko","Baby","6/13/1986"
"1986-02-08","Eberhardt","Schwartzbauer","2/8/1986"
"1986-06-12","KayLiang","Ibel","6/12/1986"
"1986-08-22","Marco","Gladwell","8/22/1986"
"1986-03-28","Domenico","Perry","3/28/1986"
"1986-05-09","Chenyi","Hutter","5/9/1986"
"1986-03-27","Kousuke","Terlouw","3/27/1986"
"1986-05-12","Chandrasekaran","Ruther","5/12/1986"
"1986-10-26","Itzchak","Bouloucos","10/26/1986"
"1986-06-25","Masaru","Marchegay","6/25/1986"
"1986-08-16","Alexius","Antonakopoulos","8/16/1986"
"1986-03-28","Hauke","Roisin","3/28/1986"
"1986-09-04","Demos","Gimarc","9/4/1986"
"1986-12-08","Radoslaw","Jenevein","12/8/1986"
"1986-03-07","Gregory","Champarnaud","3/7/1986"
"1986-09-15","Gully","Emmart","9/15/1986"
"1986-07-03","Minghong","Gerteisen","7/3/1986"
"1986-05-29","Diederik","Petereit","5/29/1986"
"1986-06-10","Kiyotoshi","Iisaku","6/10/1986"
"1986-01-16","Apostol","Rabehasaina","1/16/1986"
"1986-03-02","Adam","Murtafg","3/2/1986"
"1986-03-08","Teiji","Genther","3/8/1986"
"1986-05-02","Bedir","Uehara","5/2/1986"
"1986-08-17","Lobel","Androutsos","8/17/1986"
"1986-05-02","Deniz","Vigier","5/2/1986"
"1986-08-30","Poornachandra","Emmart","8/30/1986"
"1986-06-04","Kristen","Miyakawa","6/4/1986"
"1986-11-07","Mohamadou","Peternell","11/7/1986"
"1986-12-05","Hilary","Montemayor","12/5/1986"
"1986-08-03","Sigeru","Jonsson","8/3/1986"
"1986-05-29","Limsoon","Farrar","5/29/1986"
"1986-06-23","Dinkar","Magliocco","6/23/1986"
"1986-02-07","Kenton","Matzat","2/7/1986"
"1986-07-21","Ingmar","Ranka","7/21/1986"
"1986-03-18","Venkatesan","Unni","3/18/1986"
"1986-03-27","Irene","Gill","3/27/1986"
"1986-08-16","Zejun","Merey","8/16/1986"
"1986-02-07","Fun","Beutelspacher","2/7/1986"
"1986-03-27","Aiichiro","Plavsic","3/27/1986"
"1986-02-03","Goh","Ecklund","2/3/1986"
"1986-01-15","Abdelghani","Heiserman","1/15/1986"
"1986-09-05","Vasilis","Sambasivam","9/5/1986"
"1986-07-04","Maren","Etalle","7/4/1986"
"1986-04-02","Tuval","Olano","4/2/1986"
"1986-06-16","Odinaldo","Czap","6/16/1986"
"1986-02-28","Augustine","Merel","2/28/1986"
"1986-11-30","Matk","Schapire","11/30/1986"
"1986-05-22","Minghong","Lortz","5/22/1986"
"1986-11-06","Phillip","Lorch","11/6/1986"
"1986-10-16","Jessie","Vieth","10/16/1986"
"1986-02-25","Goetz","Peltason","2/25/1986"
"1986-10-07","Renee","Raczkowsky","10/7/1986"
"1986-09-11","Yagil","Salvesen","9/11/1986"
"1986-04-09","Kwangsub","Mitina","4/9/1986"
"1986-08-16","Waiman","Gaughan","8/16/1986"
"1986-02-15","Rosella","Foong","2/15/1986"
"1986-06-09","Yechezkel","Schapiro","6/9/1986"
"1986-12-27","Jungsoon","Ghalwash","12/27/1986"
"1986-03-29","Hilari","Edelhoff","3/29/1986"
"1986-04-30","Giao","Peek","4/30/1986"
"1986-02-25","Duro","Axelband","2/25/1986"
"1986-11-16","Martien","Kowalchuk","11/16/1986"
"1986-11-21","Geraldo","Erez","11/21/1986"
"1986-11-16","Adam","Danlos","11/16/1986"
"1986-02-02","Yannik","Moehrke","2/2/1986"
"1986-05-15","Yongqiao","Verspoor","5/15/1986"
"1986-12-25","Chandrasekaran","Bultermann","12/25/1986"
"1986-04-29","Subbu","Sgarro","4/29/1986"
"1986-03-29","Harjit","Eastman","3/29/1986"
"1986-01-10","Xuejun","Bednarek","1/10/1986"
"1986-01-02","Sudhanshu","Demian","1/2/1986"
"1986-01-20","Gad","Osgood","1/20/1986"
"1986-02-16","Gil","Redmiles","2/16/1986"
"1986-03-20","Faiza","Michaels","3/20/1986"
"1986-06-14","Xiahua","Sifakis","6/14/1986"
"1986-12-28","Rosli","Siepmann","12/28/1986"
"1986-03-10","Mariusz","Claffy","3/10/1986"
"1986-02-04","Aleksandar","Pileggi","2/4/1986"
"1986-01-21","Christophe","Leaver","1/21/1986"
"1986-05-08","Etsuo","Nanard","5/8/1986"
"1986-11-04","Mitchel","Shackel","11/4/1986"
"1986-09-09","Woody","Schapire","9/9/1986"
"1986-07-19","IEEE","Chiodo","7/19/1986"
"1986-06-08","Vugranam","Bennis","6/8/1986"
"1986-04-16","Dmitri","Sifakis","4/16/1986"
"1986-01-07","Utz","Vendrig","1/7/1986"
"1986-11-19","Niteen","Ariola","11/19/1986"
"1986-04-02","Huei","Sifakis","4/2/1986"
"1986-10-27","Mats","McDermid","10/27/1986"
"1986-10-29","Aral","Chinin","10/29/1986"
"1986-02-25","Jamaludin","Morris","2/25/1986"
"1986-06-19","Shaibal","Ramaiah","6/19/1986"
"1986-01-17","Basant","Klerer","1/17/1986"
"1986-12-20","Maja","Frolund","12/20/1986"
"1986-09-10","Rosella","Spell","9/10/1986"
"1986-03-07","Marit","Picco","3/7/1986"
"1986-06-20","Baruch","Birdsall","6/20/1986"
"1986-01-29","Sedat","Itzfeldt","1/29/1986"
"1986-08-14","Lech","Ritzmann","8/14/1986"
"1986-02-28","Jinya","Thorelli","2/28/1986"
"1986-06-25","Mark","Dredge","6/25/1986"
"1986-01-07","Srinidhi","Strandh","1/7/1986"
"1986-01-15","Pohua","Jakobus","1/15/1986"
"1986-12-02","Dayanand","Schurmann","12/2/1986"
"1986-06-04","Danil","Kuhnemann","6/4/1986"
"1986-06-27","Georg","Toyoshima","6/27/1986"
"1986-12-08","Susanna","Zhiwei","12/8/1986"
"1986-06-30","Bernt","Matzov","6/30/1986"
"1986-05-30","Tze","Gladwell","5/30/1986"
"1986-08-02","Vishv","Radwan","8/2/1986"
"1986-03-14","Kendra","Hofting","3/14/1986"
"1986-03-22","Kristina","Uhrik","3/22/1986"
"1986-10-02","Munehiko","Kornyak","10/2/1986"
"1986-10-28","Brigham","Liesche","10/28/1986"
"1986-02-24","Georgi","Rosiles","2/24/1986"
"1986-01-07","Idoia","Chleq","1/7/1986"
"1986-01-02","Taegyun","Hiraishi","1/2/1986"
"1986-12-27","Tsz","Berztiss","12/27/1986"
"1986-02-02","Venkatesan","Zongker","2/2/1986"
"1986-11-08","Masaru","Gajiwala","11/8/1986"
"1986-04-23","Yishay","McFarlan","4/23/1986"
"1986-04-28","Shounak","Kaelbling","4/28/1986"
"1986-07-28","Valdiodio","Pollock","7/28/1986"
"1986-05-29","Xinan","Emiris","5/29/1986"
"1986-07-05","Krisda","Staudhammer","7/5/1986"
"1986-04-01","Honesty","Taubman","4/1/1986"
"1986-05-22","Jianhao","Chenoweth","5/22/1986"
"1986-01-01","Yongqiao","Reinhard","1/1/1986"
"1986-10-03","Tsz","Delgrande","10/3/1986"
"1986-02-14","Premsyl","Boudaillier","2/14/1986"
"1986-01-08","Shakhar","Zedlitz","1/8/1986"
"1986-11-14","Baziley","Biros","11/14/1986"
"1986-10-01","Pintsang","Gruenwald","10/1/1986"
"1986-05-24","TRUE","Scallan","5/24/1986"
"1986-09-18","Bedir","Stavenow","9/18/1986"
"1986-01-28","Turgut","Gluchowski","1/28/1986"
"1986-04-10","Hugh","Schwaller","4/10/1986"
"1986-11-14","Zhiwei","Cherinka","11/14/1986"
"1986-05-08","Halsur","Malabarba","5/8/1986"
"1986-06-20","Steve","Standera","6/20/1986"
"1986-04-06","Kyoichi","Monarch","4/6/1986"
"1986-04-23","Jinya","Angelov","4/23/1986"
"1986-11-18","Geoffrey","Chachaty","11/18/1986"
"1986-01-31","Satosi","Pauthner","1/31/1986"
"1986-10-09","Vesna","Yurek","10/9/1986"
"1986-02-17","Garnet","Morris","2/17/1986"
"1986-02-13","Tse","Motley","2/13/1986"
"1986-11-01","Seshu","Conte","11/1/1986"
"1986-07-02","Alselm","Heuter","7/2/1986"
"1986-08-26","Lech","Broder","8/26/1986"
"1986-08-11","Rafael","Yamaashi","8/11/1986"
"1986-02-08","Arunas","Haumacher","2/8/1986"
"1986-07-15","Ioana","Merlo","7/15/1986"
"1986-04-07","Maik","Bruckman","4/7/1986"
"1986-01-24","Marsal","Byoun","1/24/1986"
"1986-06-24","Ewing","Prampolini","6/24/1986"
"1986-06-07","Tru","Restivo","6/7/1986"
"1986-07-03","Vincent","Gist","7/3/1986"
"1986-06-01","Ung","Laurillard","6/1/1986"
"1986-06-27","Shen","Marletta","6/27/1986"
"1986-11-08","Mingzeng","Braunschweig","11/8/1986"
"1986-03-02","Charmane","Schiettecatte","3/2/1986"
"1986-06-13","Golgen","Apsitis","6/13/1986"
"1986-09-09","Tsutomu","Bellone","9/9/1986"
"1986-01-14","Premal","Uhrik","1/14/1986"
"1986-01-08","Dipankar","Breugel","1/8/1986"
"1986-11-24","Deniz","Millington","11/24/1986"
"1986-03-09","Mingzeng","Bernick","3/9/1986"
"1986-09-09","Ekawit","Ouhyoung","9/9/1986"
"1986-04-14","Manohar","Schlenzig","4/14/1986"
"1986-03-17","Slavian","Welham","3/17/1986"
"1986-08-09","Satoru","Munke","8/9/1986"
"1986-07-08","Alair","Schauser","7/8/1986"
"1986-06-16","Hideo","Barvinok","6/16/1986"
"1986-06-17","Arif","Cullers","6/17/1986"
